"dormId","ratePlan","date","priceValue","priceCurrency","crawledAt"
"449015","166439","2025-10-04","63.00","NZD","2025-10-03 13:42:55"
"449015","733263","2025-10-04","53.55","NZD","2025-10-03 13:42:55"
"449012","166437","2025-10-04","65.00","NZD","2025-10-03 13:42:55"
"449012","733261","2025-10-04","55.55","NZD","2025-10-03 13:42:55"
"449014","166438","2025-10-04","66.00","NZD","2025-10-03 13:42:55"
"449014","733262","2025-10-04","56.68","NZD","2025-10-03 13:42:55"
"451634","166441","2025-10-04","68.00","NZD","2025-10-03 13:42:55"
"451634","733260","2025-10-04","57.72","NZD","2025-10-03 13:42:55"
"449743","166440","2025-10-04","69.00","NZD","2025-10-03 13:42:55"
"449743","733257","2025-10-04","60.30","NZD","2025-10-03 13:42:55"
"449010","166435","2025-10-04","69.50","NZD","2025-10-03 13:42:55"
"449010","733256","2025-10-04","59.55","NZD","2025-10-03 13:42:55"
"979470","846615","2025-10-04","70.00","NZD","2025-10-03 13:42:55"
"979470","849889","2025-10-04","60.75","NZD","2025-10-03 13:42:55"
"449015","166439","2025-10-05","63.00","NZD","2025-10-03 13:42:56"
"449015","733263","2025-10-05","53.55","NZD","2025-10-03 13:42:56"
"449012","166437","2025-10-05","64.00","NZD","2025-10-03 13:42:56"
"449012","733261","2025-10-05","54.55","NZD","2025-10-03 13:42:56"
"449014","166438","2025-10-05","65.00","NZD","2025-10-03 13:42:56"
"449014","733262","2025-10-05","55.68","NZD","2025-10-03 13:42:56"
"451634","166441","2025-10-05","66.00","NZD","2025-10-03 13:42:56"
"451634","733260","2025-10-05","56.72","NZD","2025-10-03 13:42:56"
"981765","849888","2025-10-05","67.00","NZD","2025-10-03 13:42:56"
"981765","849890","2025-10-05","57.55","NZD","2025-10-03 13:42:56"
"449010","166435","2025-10-05","67.00","NZD","2025-10-03 13:42:56"
"449010","733256","2025-10-05","57.55","NZD","2025-10-03 13:42:56"
"449743","166440","2025-10-05","68.00","NZD","2025-10-03 13:42:56"
"449743","733257","2025-10-05","59.05","NZD","2025-10-03 13:42:56"
"722177","425777","2025-10-05","69.00","NZD","2025-10-03 13:42:56"
"722177","733255","2025-10-05","59.55","NZD","2025-10-03 13:42:56"
"979470","846615","2025-10-05","69.00","NZD","2025-10-03 13:42:56"
"979470","849889","2025-10-05","59.75","NZD","2025-10-03 13:42:56"
"722178","425778","2025-10-05","71.00","NZD","2025-10-03 13:42:56"
"722178","733254","2025-10-05","61.55","NZD","2025-10-03 13:42:56"
"449015","166439","2025-10-06","58.00","NZD","2025-10-03 13:42:56"
"449015","733263","2025-10-06","49.30","NZD","2025-10-03 13:42:56"
"449014","166438","2025-10-06","60.25","NZD","2025-10-03 13:42:56"
"449014","733262","2025-10-06","51.42","NZD","2025-10-03 13:42:56"
"451634","166441","2025-10-06","61.00","NZD","2025-10-03 13:42:56"
"451634","733260","2025-10-06","52.47","NZD","2025-10-03 13:42:56"
"449010","166435","2025-10-06","62.00","NZD","2025-10-03 13:42:56"
