"dormId","ratePlan","date","priceValue","priceCurrency","crawledAt"
"217539","159694","2025-10-04","32.00","NZD","2025-10-03 12:54:44"
"283730","159697","2025-10-04","35.00","NZD","2025-10-03 12:54:44"
"217539","159694","2025-10-05","32.00","NZD","2025-10-03 12:54:45"
"283730","159697","2025-10-05","35.00","NZD","2025-10-03 12:54:45"
"217539","159694","2025-10-06","32.00","NZD","2025-10-03 12:54:45"
"283730","159697","2025-10-06","35.00","NZD","2025-10-03 12:54:45"
"217539","159694","2025-10-07","32.00","NZD","2025-10-03 12:54:46"
"283730","159697","2025-10-07","35.00","NZD","2025-10-03 12:54:46"
"217539","159694","2025-10-08","32.00","NZD","2025-10-03 12:54:46"
"283730","159697","2025-10-08","35.00","NZD","2025-10-03 12:54:46"
"217539","159694","2025-10-09","32.00","NZD","2025-10-03 12:54:46"
"283730","159697","2025-10-09","35.00","NZD","2025-10-03 12:54:46"
"217539","159694","2025-10-10","32.00","NZD","2025-10-03 12:54:47"
"283730","159697","2025-10-10","35.00","NZD","2025-10-03 12:54:47"
"217539","159694","2025-10-11","32.00","NZD","2025-10-03 12:54:47"
"283730","159697","2025-10-11","35.00","NZD","2025-10-03 12:54:47"
"217539","159694","2025-10-12","32.00","NZD","2025-10-03 12:54:48"
"283730","159697","2025-10-12","35.00","NZD","2025-10-03 12:54:48"
"217539","159694","2025-10-13","32.00","NZD","2025-10-03 12:54:48"
"283730","159697","2025-10-13","35.00","NZD","2025-10-03 12:54:48"
"217539","159694","2025-10-14","32.00","NZD","2025-10-03 12:54:48"
"283730","159697","2025-10-14","35.00","NZD","2025-10-03 12:54:48"
"217539","159694","2025-10-15","32.00","NZD","2025-10-03 12:54:49"
"283730","159697","2025-10-15","35.00","NZD","2025-10-03 12:54:49"
"217539","159694","2025-10-16","32.00","NZD","2025-10-03 12:54:49"
"283730","159697","2025-10-16","35.00","NZD","2025-10-03 12:54:49"
"217539","159694","2025-10-17","32.00","NZD","2025-10-03 12:54:50"
"217539","159694","2025-10-18","32.00","NZD","2025-10-03 12:54:50"
"217539","159694","2025-10-19","32.00","NZD","2025-10-03 12:54:51"
"283730","159697","2025-10-19","35.00","NZD","2025-10-03 12:54:51"
"217539","159694","2025-10-20","32.00","NZD","2025-10-03 12:54:51"
"283730","159697","2025-10-20","35.00","NZD","2025-10-03 12:54:51"
"217539","159694","2025-10-21","32.00","NZD","2025-10-03 12:54:52"
"283730","159697","2025-10-21","35.00","NZD","2025-10-03 12:54:52"
"217539","159694","2025-10-22","32.00","NZD","2025-10-03 12:54:52"
"283730","159697","2025-10-22","35.00","NZD","2025-10-03 12:54:52"
"217539","159694","2025-10-23","32.00","NZD","2025-10-03 12:54:53"
