"dormId","ratePlan","date","priceValue","priceCurrency","crawledAt"
"897358","723042","2025-10-04","47.50","NZD","2025-10-03 12:15:54"
"897358","733382","2025-10-04","42.16","NZD","2025-10-03 12:15:54"
"897360","723044","2025-10-04","49.40","NZD","2025-10-03 12:15:54"
"897360","733379","2025-10-04","44.06","NZD","2025-10-03 12:15:54"
"897359","723043","2025-10-04","49.40","NZD","2025-10-03 12:15:54"
"897359","733383","2025-10-04","44.06","NZD","2025-10-03 12:15:54"
"943572","794531","2025-10-04","50.35","NZD","2025-10-03 12:15:54"
"943572","794534","2025-10-04","45.01","NZD","2025-10-03 12:15:54"
"897358","723042","2025-10-05","50.00","NZD","2025-10-03 12:15:55"
"897358","733382","2025-10-05","42.50","NZD","2025-10-03 12:15:55"
"922598","762151","2025-10-05","50.00","NZD","2025-10-03 12:15:55"
"922598","858362","2025-10-05","42.50","NZD","2025-10-03 12:15:55"
"897360","723044","2025-10-05","52.00","NZD","2025-10-03 12:15:55"
"897360","733379","2025-10-05","44.50","NZD","2025-10-03 12:15:55"
"897359","723043","2025-10-05","52.00","NZD","2025-10-03 12:15:55"
"897359","733383","2025-10-05","44.50","NZD","2025-10-03 12:15:55"
"943572","794531","2025-10-05","53.00","NZD","2025-10-03 12:15:55"
"943572","794534","2025-10-05","45.50","NZD","2025-10-03 12:15:55"
"897362","723046","2025-10-05","53.00","NZD","2025-10-03 12:15:55"
"897362","733381","2025-10-05","45.50","NZD","2025-10-03 12:15:55"
"897361","723045","2025-10-05","53.00","NZD","2025-10-03 12:15:55"
"897361","733380","2025-10-05","45.50","NZD","2025-10-03 12:15:55"
"897358","723042","2025-10-06","50.00","NZD","2025-10-03 12:15:55"
"897358","733382","2025-10-06","42.50","NZD","2025-10-03 12:15:55"
"922598","762151","2025-10-06","50.00","NZD","2025-10-03 12:15:55"
"922598","858362","2025-10-06","42.50","NZD","2025-10-03 12:15:55"
"897360","723044","2025-10-06","52.00","NZD","2025-10-03 12:15:55"
"897360","733379","2025-10-06","44.50","NZD","2025-10-03 12:15:55"
"897359","723043","2025-10-06","52.00","NZD","2025-10-03 12:15:55"
"897359","733383","2025-10-06","44.50","NZD","2025-10-03 12:15:55"
"943572","794531","2025-10-06","53.00","NZD","2025-10-03 12:15:55"
"943572","794534","2025-10-06","45.50","NZD","2025-10-03 12:15:55"
"897361","723045","2025-10-06","53.00","NZD","2025-10-03 12:15:55"
"897361","733380","2025-10-06","45.50","NZD","2025-10-03 12:15:55"
"922598","762151","2025-10-07","57.00","NZD","2025-10-03 12:15:55"
"922598","858362","2025-10-07","52.73","NZD","2025-10-03 12:15:55"
"897360","723044","2025-10-07","59.00","NZD","2025-10-03 12:15:55"
"897360","733379","2025-10-07","54.73","NZD","2025-10-03 12:15:55"
"943572","794531","2025-10-07","60.00","NZD","2025-10-03 12:15:55"
"943572","794534","2025-10-07","55.73","NZD","2025-10-03 12:15:55"
"897362","723046","2025-10-07","60.00","NZD","2025-10-03 12:15:55"
"897362","733381","2025-10-07","55.73","NZD","2025-10-03 12:15:55"
"943571","794530","2025-10-07","63.00","NZD","2025-10-03 12:15:55"
"943571","794532","2025-10-07","58.73","NZD","2025-10-03 12:15:55"
"897358","723042","2025-10-08","53.00","NZD","2025-10-03 12:15:56"
"897358","733382","2025-10-08","45.05","NZD","2025-10-03 12:15:56"
"922598","762151","2025-10-08","53.00","NZD","2025-10-03 12:15:56"
"922598","858362","2025-10-08","45.05","NZD","2025-10-03 12:15:56"
"897360","723044","2025-10-08","55.00","NZD","2025-10-03 12:15:56"
"897360","733379","2025-10-08","47.05","NZD","2025-10-03 12:15:56"
"897359","723043","2025-10-08","55.00","NZD","2025-10-03 12:15:56"
"897359","733383","2025-10-08","47.05","NZD","2025-10-03 12:15:56"
"943572","794531","2025-10-08","56.00","NZD","2025-10-03 12:15:56"
"943572","794534","2025-10-08","48.05","NZD","2025-10-03 12:15:56"
"897362","723046","2025-10-08","56.00","NZD","2025-10-03 12:15:56"
"897362","733381","2025-10-08","48.05","NZD","2025-10-03 12:15:56"
"943571","794530","2025-10-08","59.00","NZD","2025-10-03 12:15:56"
"943571","794532","2025-10-08","51.05","NZD","2025-10-03 12:15:56"
"897358","723042","2025-10-09","55.00","NZD","2025-10-03 12:15:56"
"897358","733382","2025-10-09","46.75","NZD","2025-10-03 12:15:56"
"922598","762151","2025-10-09","55.00","NZD","2025-10-03 12:15:56"
"922598","858362","2025-10-09","46.75","NZD","2025-10-03 12:15:56"
"897360","723044","2025-10-09","57.00","NZD","2025-10-03 12:15:56"
"897360","733379","2025-10-09","48.75","NZD","2025-10-03 12:15:56"
"943572","794531","2025-10-09","58.00","NZD","2025-10-03 12:15:56"
"943572","794534","2025-10-09","49.75","NZD","2025-10-03 12:15:56"
"897362","723046","2025-10-09","58.00","NZD","2025-10-03 12:15:56"
"897362","733381","2025-10-09","49.75","NZD","2025-10-03 12:15:56"
"897361","723045","2025-10-09","58.00","NZD","2025-10-03 12:15:56"
"897361","733380","2025-10-09","49.75","NZD","2025-10-03 12:15:56"
"943571","794530","2025-10-09","61.00","NZD","2025-10-03 12:15:56"
"943571","794532","2025-10-09","52.75","NZD","2025-10-03 12:15:56"
"922598","762151","2025-10-10","60.00","NZD","2025-10-03 12:15:57"
"922598","858362","2025-10-10","51.00","NZD","2025-10-03 12:15:57"
"897358","723042","2025-10-10","60.00","NZD","2025-10-03 12:15:57"
"897358","733382","2025-10-10","51.00","NZD","2025-10-03 12:15:57"
"897360","723044","2025-10-10","62.00","NZD","2025-10-03 12:15:57"
"897360","733379","2025-10-10","53.00","NZD","2025-10-03 12:15:57"
"897359","723043","2025-10-10","62.00","NZD","2025-10-03 12:15:57"
"897359","733383","2025-10-10","53.00","NZD","2025-10-03 12:15:57"
"943572","794531","2025-10-10","63.00","NZD","2025-10-03 12:15:57"
"943572","794534","2025-10-10","54.00","NZD","2025-10-03 12:15:57"
"897362","723046","2025-10-10","63.00","NZD","2025-10-03 12:15:57"
"897362","733381","2025-10-10","54.00","NZD","2025-10-03 12:15:57"
"897361","723045","2025-10-10","63.00","NZD","2025-10-03 12:15:57"
"897361","733380","2025-10-10","54.00","NZD","2025-10-03 12:15:57"
"943571","794530","2025-10-10","66.00","NZD","2025-10-03 12:15:57"
"943571","794532","2025-10-10","57.00","NZD","2025-10-03 12:15:57"
"897358","723042","2025-10-11","60.00","NZD","2025-10-03 12:15:57"
"897358","733382","2025-10-11","51.00","NZD","2025-10-03 12:15:57"
"922598","762151","2025-10-11","60.00","NZD","2025-10-03 12:15:57"
"922598","858362","2025-10-11","51.00","NZD","2025-10-03 12:15:57"
"897360","723044","2025-10-11","62.00","NZD","2025-10-03 12:15:57"
"897360","733379","2025-10-11","53.00","NZD","2025-10-03 12:15:57"
"897359","723043","2025-10-11","62.00","NZD","2025-10-03 12:15:57"
"897359","733383","2025-10-11","53.00","NZD","2025-10-03 12:15:57"
"943572","794531","2025-10-11","63.00","NZD","2025-10-03 12:15:57"
"943572","794534","2025-10-11","54.00","NZD","2025-10-03 12:15:57"
"897361","723045","2025-10-11","63.00","NZD","2025-10-03 12:15:57"
"897361","733380","2025-10-11","54.00","NZD","2025-10-03 12:15:57"
"943571","794530","2025-10-11","66.00","NZD","2025-10-03 12:15:57"
"943571","794532","2025-10-11","57.00","NZD","2025-10-03 12:15:57"
"922598","762151","2025-10-12","61.00","NZD","2025-10-03 12:15:58"
"922598","858362","2025-10-12","51.85","NZD","2025-10-03 12:15:58"
"897358","723042","2025-10-12","61.00","NZD","2025-10-03 12:15:58"
"897358","733382","2025-10-12","51.85","NZD","2025-10-03 12:15:58"
"897360","723044","2025-10-12","63.00","NZD","2025-10-03 12:15:58"
"897360","733379","2025-10-12","53.85","NZD","2025-10-03 12:15:58"
"897359","723043","2025-10-12","63.00","NZD","2025-10-03 12:15:58"
"897359","733383","2025-10-12","53.85","NZD","2025-10-03 12:15:58"
"943572","794531","2025-10-12","64.00","NZD","2025-10-03 12:15:58"
"943572","794534","2025-10-12","54.85","NZD","2025-10-03 12:15:58"
"897362","723046","2025-10-12","64.00","NZD","2025-10-03 12:15:58"
"897362","733381","2025-10-12","54.85","NZD","2025-10-03 12:15:58"
"897361","723045","2025-10-12","64.00","NZD","2025-10-03 12:15:58"
"897361","733380","2025-10-12","54.85","NZD","2025-10-03 12:15:58"
"943571","794530","2025-10-12","67.00","NZD","2025-10-03 12:15:58"
"943571","794532","2025-10-12","57.85","NZD","2025-10-03 12:15:58"
"897358","723042","2025-10-13","63.00","NZD","2025-10-03 12:15:58"
"897358","733382","2025-10-13","53.55","NZD","2025-10-03 12:15:58"
"922598","762151","2025-10-13","63.00","NZD","2025-10-03 12:15:58"
"922598","858362","2025-10-13","53.55","NZD","2025-10-03 12:15:58"
"897360","723044","2025-10-13","65.00","NZD","2025-10-03 12:15:58"
"897360","733379","2025-10-13","55.55","NZD","2025-10-03 12:15:58"
"897359","723043","2025-10-13","65.00","NZD","2025-10-03 12:15:58"
"897359","733383","2025-10-13","55.55","NZD","2025-10-03 12:15:58"
"943572","794531","2025-10-13","66.00","NZD","2025-10-03 12:15:58"
"943572","794534","2025-10-13","56.55","NZD","2025-10-03 12:15:58"
"897362","723046","2025-10-13","66.00","NZD","2025-10-03 12:15:58"
"897362","733381","2025-10-13","56.55","NZD","2025-10-03 12:15:58"
"897361","723045","2025-10-13","66.00","NZD","2025-10-03 12:15:58"
"897361","733380","2025-10-13","56.55","NZD","2025-10-03 12:15:58"
"943571","794530","2025-10-13","69.00","NZD","2025-10-03 12:15:58"
"943571","794532","2025-10-13","59.55","NZD","2025-10-03 12:15:58"
"922598","762151","2025-10-14","55.00","NZD","2025-10-03 12:15:59"
"922598","858362","2025-10-14","46.75","NZD","2025-10-03 12:15:59"
"897359","723043","2025-10-14","57.00","NZD","2025-10-03 12:15:59"
"897359","733383","2025-10-14","48.75","NZD","2025-10-03 12:15:59"
"897360","723044","2025-10-14","57.00","NZD","2025-10-03 12:15:59"
"897360","733379","2025-10-14","48.75","NZD","2025-10-03 12:15:59"
"943572","794531","2025-10-14","58.00","NZD","2025-10-03 12:15:59"
"943572","794534","2025-10-14","49.75","NZD","2025-10-03 12:15:59"
"897362","723046","2025-10-14","58.00","NZD","2025-10-03 12:15:59"
"897362","733381","2025-10-14","49.75","NZD","2025-10-03 12:15:59"
"897361","723045","2025-10-14","58.00","NZD","2025-10-03 12:15:59"
"897361","733380","2025-10-14","49.75","NZD","2025-10-03 12:15:59"
"943571","794530","2025-10-14","61.00","NZD","2025-10-03 12:15:59"
"943571","794532","2025-10-14","52.75","NZD","2025-10-03 12:15:59"
"922598","762151","2025-10-15","61.00","NZD","2025-10-03 12:15:59"
"922598","858362","2025-10-15","51.85","NZD","2025-10-03 12:15:59"
"897358","723042","2025-10-15","61.00","NZD","2025-10-03 12:15:59"
"897358","733382","2025-10-15","51.85","NZD","2025-10-03 12:15:59"
"897360","723044","2025-10-15","63.00","NZD","2025-10-03 12:15:59"
"897360","733379","2025-10-15","53.85","NZD","2025-10-03 12:15:59"
"897359","723043","2025-10-15","63.00","NZD","2025-10-03 12:15:59"
"897359","733383","2025-10-15","53.85","NZD","2025-10-03 12:15:59"
"943572","794531","2025-10-15","64.00","NZD","2025-10-03 12:15:59"
"943572","794534","2025-10-15","54.85","NZD","2025-10-03 12:15:59"
"897362","723046","2025-10-15","64.00","NZD","2025-10-03 12:15:59"
"897362","733381","2025-10-15","54.85","NZD","2025-10-03 12:15:59"
"897361","723045","2025-10-15","64.00","NZD","2025-10-03 12:15:59"
"897361","733380","2025-10-15","54.85","NZD","2025-10-03 12:15:59"
"943571","794530","2025-10-15","67.00","NZD","2025-10-03 12:15:59"
"943571","794532","2025-10-15","57.85","NZD","2025-10-03 12:15:59"
"922598","762151","2025-10-16","64.00","NZD","2025-10-03 12:16:00"
"922598","858362","2025-10-16","54.40","NZD","2025-10-03 12:16:00"
"897358","723042","2025-10-16","64.00","NZD","2025-10-03 12:16:00"
"897358","733382","2025-10-16","54.40","NZD","2025-10-03 12:16:00"
"897360","723044","2025-10-16","66.00","NZD","2025-10-03 12:16:00"
"897360","733379","2025-10-16","56.40","NZD","2025-10-03 12:16:00"
"897359","723043","2025-10-16","66.00","NZD","2025-10-03 12:16:00"
"897359","733383","2025-10-16","56.40","NZD","2025-10-03 12:16:00"
"943572","794531","2025-10-16","67.00","NZD","2025-10-03 12:16:00"
"943572","794534","2025-10-16","57.40","NZD","2025-10-03 12:16:00"
"897362","723046","2025-10-16","67.00","NZD","2025-10-03 12:16:00"
"897362","733381","2025-10-16","57.40","NZD","2025-10-03 12:16:00"
"897361","723045","2025-10-16","67.00","NZD","2025-10-03 12:16:00"
"897361","733380","2025-10-16","57.40","NZD","2025-10-03 12:16:00"
"943571","794530","2025-10-16","70.00","NZD","2025-10-03 12:16:00"
"943571","794532","2025-10-16","60.40","NZD","2025-10-03 12:16:00"
"897358","723042","2025-10-17","69.00","NZD","2025-10-03 12:16:00"
"897358","733382","2025-10-17","61.24","NZD","2025-10-03 12:16:00"
"922598","762151","2025-10-17","69.00","NZD","2025-10-03 12:16:00"
"922598","858362","2025-10-17","61.24","NZD","2025-10-03 12:16:00"
"897360","723044","2025-10-17","71.00","NZD","2025-10-03 12:16:00"
"897360","733379","2025-10-17","63.24","NZD","2025-10-03 12:16:00"
"897359","723043","2025-10-17","71.00","NZD","2025-10-03 12:16:00"
"897359","733383","2025-10-17","63.24","NZD","2025-10-03 12:16:00"
"943572","794531","2025-10-17","72.00","NZD","2025-10-03 12:16:00"
"943572","794534","2025-10-17","64.24","NZD","2025-10-03 12:16:00"
"897362","723046","2025-10-17","72.00","NZD","2025-10-03 12:16:00"
"897362","733381","2025-10-17","64.24","NZD","2025-10-03 12:16:00"
"897361","723045","2025-10-17","72.00","NZD","2025-10-03 12:16:00"
"897361","733380","2025-10-17","64.24","NZD","2025-10-03 12:16:00"
"943571","794530","2025-10-17","75.00","NZD","2025-10-03 12:16:00"
"943571","794532","2025-10-17","67.24","NZD","2025-10-03 12:16:00"
"922598","762151","2025-10-18","69.00","NZD","2025-10-03 12:16:01"
"922598","858362","2025-10-18","69.00","NZD","2025-10-03 12:16:01"
"897358","723042","2025-10-18","69.00","NZD","2025-10-03 12:16:01"
"897358","733382","2025-10-18","69.00","NZD","2025-10-03 12:16:01"
"943572","794531","2025-10-18","72.00","NZD","2025-10-03 12:16:01"
"943572","794534","2025-10-18","72.00","NZD","2025-10-03 12:16:01"
"897362","723046","2025-10-18","72.00","NZD","2025-10-03 12:16:01"
"897362","733381","2025-10-18","72.00","NZD","2025-10-03 12:16:01"
"897361","723045","2025-10-18","72.00","NZD","2025-10-03 12:16:01"
"897361","733380","2025-10-18","72.00","NZD","2025-10-03 12:16:01"
"943571","794530","2025-10-18","75.00","NZD","2025-10-03 12:16:01"
"943571","794532","2025-10-18","75.00","NZD","2025-10-03 12:16:01"
"922598","762151","2025-10-19","60.00","NZD","2025-10-03 12:16:01"
"922598","858362","2025-10-19","51.00","NZD","2025-10-03 12:16:01"
"897358","723042","2025-10-19","60.00","NZD","2025-10-03 12:16:01"
"897358","733382","2025-10-19","51.00","NZD","2025-10-03 12:16:01"
"897360","723044","2025-10-19","62.00","NZD","2025-10-03 12:16:01"
"897360","733379","2025-10-19","53.00","NZD","2025-10-03 12:16:01"
"897359","723043","2025-10-19","62.00","NZD","2025-10-03 12:16:01"
"897359","733383","2025-10-19","53.00","NZD","2025-10-03 12:16:01"
"943572","794531","2025-10-19","63.00","NZD","2025-10-03 12:16:01"
"943572","794534","2025-10-19","54.00","NZD","2025-10-03 12:16:01"
"897362","723046","2025-10-19","63.00","NZD","2025-10-03 12:16:01"
"897362","733381","2025-10-19","54.00","NZD","2025-10-03 12:16:01"
"897361","723045","2025-10-19","63.00","NZD","2025-10-03 12:16:01"
"897361","733380","2025-10-19","54.00","NZD","2025-10-03 12:16:01"
"943571","794530","2025-10-19","66.00","NZD","2025-10-03 12:16:01"
"943571","794532","2025-10-19","57.00","NZD","2025-10-03 12:16:01"
"897358","723042","2025-10-20","58.00","NZD","2025-10-03 12:16:02"
"897358","733382","2025-10-20","49.30","NZD","2025-10-03 12:16:02"
"922598","762151","2025-10-20","58.00","NZD","2025-10-03 12:16:02"
"922598","858362","2025-10-20","49.30","NZD","2025-10-03 12:16:02"
"897360","723044","2025-10-20","60.00","NZD","2025-10-03 12:16:02"
"897360","733379","2025-10-20","51.30","NZD","2025-10-03 12:16:02"
"897359","723043","2025-10-20","60.00","NZD","2025-10-03 12:16:02"
"897359","733383","2025-10-20","51.30","NZD","2025-10-03 12:16:02"
"897362","723046","2025-10-20","61.00","NZD","2025-10-03 12:16:02"
"897362","733381","2025-10-20","52.30","NZD","2025-10-03 12:16:02"
"943572","794531","2025-10-20","61.00","NZD","2025-10-03 12:16:02"
"943572","794534","2025-10-20","52.30","NZD","2025-10-03 12:16:02"
"897361","723045","2025-10-20","61.00","NZD","2025-10-03 12:16:02"
"897361","733380","2025-10-20","52.30","NZD","2025-10-03 12:16:02"
