"dormId","ratePlan","date","priceValue","priceCurrency","crawledAt"
"195857","139343","2025-10-04","48.30","NZD","2025-10-03 13:21:45"
"195857","325263","2025-10-04","45.88","NZD","2025-10-03 13:21:45"
"195858","139344","2025-10-04","49.45","NZD","2025-10-03 13:21:45"
"195858","324499","2025-10-04","46.98","NZD","2025-10-03 13:21:45"
"195864","139347","2025-10-04","54.05","NZD","2025-10-03 13:21:45"
"195864","324498","2025-10-04","51.35","NZD","2025-10-03 13:21:45"
"195870","139350","2025-10-04","80.50","NZD","2025-10-03 13:21:45"
"195870","324496","2025-10-04","76.47","NZD","2025-10-03 13:21:45"
"195866","139348","2025-10-04","81.65","NZD","2025-10-03 13:21:45"
"195866","324494","2025-10-04","77.57","NZD","2025-10-03 13:21:45"
"195873","139353","2025-10-04","82.80","NZD","2025-10-03 13:21:45"
"195873","324493","2025-10-04","78.66","NZD","2025-10-03 13:21:45"
"195872","139352","2025-10-04","85.10","NZD","2025-10-03 13:21:45"
"195872","324492","2025-10-04","80.84","NZD","2025-10-03 13:21:45"
"195871","139351","2025-10-04","87.40","NZD","2025-10-03 13:21:45"
"195871","324491","2025-10-04","83.03","NZD","2025-10-03 13:21:45"
"195857","139343","2025-10-05","48.30","NZD","2025-10-03 13:21:45"
"195857","325263","2025-10-05","45.88","NZD","2025-10-03 13:21:45"
"195858","139344","2025-10-05","49.45","NZD","2025-10-03 13:21:45"
"195858","324499","2025-10-05","46.98","NZD","2025-10-03 13:21:45"
"195860","139345","2025-10-05","50.60","NZD","2025-10-03 13:21:45"
"195860","324500","2025-10-05","48.07","NZD","2025-10-03 13:21:45"
"195864","139347","2025-10-05","54.05","NZD","2025-10-03 13:21:45"
"195864","324498","2025-10-05","51.35","NZD","2025-10-03 13:21:45"
"195862","139346","2025-10-05","55.20","NZD","2025-10-03 13:21:45"
"195862","324497","2025-10-05","52.44","NZD","2025-10-03 13:21:45"
"195870","139350","2025-10-05","73.60","NZD","2025-10-03 13:21:45"
"195870","324496","2025-10-05","69.92","NZD","2025-10-03 13:21:45"
"195866","139348","2025-10-05","74.75","NZD","2025-10-03 13:21:45"
"195866","324494","2025-10-05","71.01","NZD","2025-10-03 13:21:45"
"195873","139353","2025-10-05","75.90","NZD","2025-10-03 13:21:45"
"195873","324493","2025-10-05","72.10","NZD","2025-10-03 13:21:45"
"195869","139349","2025-10-05","75.90","NZD","2025-10-03 13:21:45"
"195869","324495","2025-10-05","72.11","NZD","2025-10-03 13:21:45"
"195872","139352","2025-10-05","78.20","NZD","2025-10-03 13:21:45"
"195872","324492","2025-10-05","74.29","NZD","2025-10-03 13:21:45"
"195871","139351","2025-10-05","80.50","NZD","2025-10-03 13:21:45"
"195871","324491","2025-10-05","76.47","NZD","2025-10-03 13:21:45"
"195857","139343","2025-10-06","48.30","NZD","2025-10-03 13:21:46"
"195857","325263","2025-10-06","45.88","NZD","2025-10-03 13:21:46"
"195858","139344","2025-10-06","49.45","NZD","2025-10-03 13:21:46"
"195858","324499","2025-10-06","46.98","NZD","2025-10-03 13:21:46"
