"dormId","ratePlan","date","priceValue","priceCurrency","crawledAt"
"928831","772526","2025-10-27","54.00","NZD","2025-10-03 12:39:04"
"928831","776648","2025-10-27","48.60","NZD","2025-10-03 12:39:04"
"928831","772526","2025-10-28","54.00","NZD","2025-10-03 12:39:04"
"928831","776648","2025-10-28","48.60","NZD","2025-10-03 12:39:04"
"928831","772526","2025-10-29","54.00","NZD","2025-10-03 12:39:05"
"928831","776648","2025-10-29","48.60","NZD","2025-10-03 12:39:05"
"928831","772526","2025-10-30","54.00","NZD","2025-10-03 12:39:05"
"928831","776648","2025-10-30","48.60","NZD","2025-10-03 12:39:05"
"928831","772526","2025-10-31","54.00","NZD","2025-10-03 12:39:05"
"928831","776648","2025-10-31","48.60","NZD","2025-10-03 12:39:05"
"928831","772526","2025-11-01","54.00","NZD","2025-10-03 12:39:06"
"928831","776648","2025-11-01","48.60","NZD","2025-10-03 12:39:06"
"928831","772526","2025-11-02","54.00","NZD","2025-10-03 12:39:06"
"928831","776648","2025-11-02","48.60","NZD","2025-10-03 12:39:06"
"928831","772526","2025-11-03","54.00","NZD","2025-10-03 12:39:07"
"928831","776648","2025-11-03","48.60","NZD","2025-10-03 12:39:07"
"928831","772526","2025-11-04","54.00","NZD","2025-10-03 12:39:07"
"928831","776648","2025-11-04","48.60","NZD","2025-10-03 12:39:07"
"928831","772526","2025-11-05","54.00","NZD","2025-10-03 12:39:08"
"928831","776648","2025-11-05","48.60","NZD","2025-10-03 12:39:08"
"928831","772526","2025-11-06","54.00","NZD","2025-10-03 12:39:08"
"928831","776648","2025-11-06","48.60","NZD","2025-10-03 12:39:08"
"928831","772526","2025-11-07","54.00","NZD","2025-10-03 12:39:09"
"928831","776648","2025-11-07","48.60","NZD","2025-10-03 12:39:09"
"928831","772526","2025-11-08","54.00","NZD","2025-10-03 12:39:09"
"928831","776648","2025-11-08","48.60","NZD","2025-10-03 12:39:09"
"928831","772526","2025-11-09","54.00","NZD","2025-10-03 12:39:10"
"928831","776648","2025-11-09","48.60","NZD","2025-10-03 12:39:10"
"928831","772526","2025-11-10","54.00","NZD","2025-10-03 12:39:10"
"928831","776648","2025-11-10","48.60","NZD","2025-10-03 12:39:10"
"928831","772526","2025-11-11","54.00","NZD","2025-10-03 12:39:11"
"928831","776648","2025-11-11","48.60","NZD","2025-10-03 12:39:11"
"928831","772526","2025-11-12","54.00","NZD","2025-10-03 12:39:11"
"928831","776648","2025-11-12","48.60","NZD","2025-10-03 12:39:11"
"928831","772526","2025-11-13","54.00","NZD","2025-10-03 12:39:11"
"928831","776648","2025-11-13","48.60","NZD","2025-10-03 12:39:11"
"928831","772526","2025-11-14","54.00","NZD","2025-10-03 12:39:12"
"928831","776648","2025-11-14","48.60","NZD","2025-10-03 12:39:12"
"928831","772526","2025-11-15","54.00","NZD","2025-10-03 12:39:12"
"928831","776648","2025-11-15","48.60","NZD","2025-10-03 12:39:12"
"928831","772526","2025-11-16","54.00","NZD","2025-10-03 12:39:13"
"928831","776648","2025-11-16","48.60","NZD","2025-10-03 12:39:13"
"928831","772526","2025-11-17","54.00","NZD","2025-10-03 12:39:13"
"928831","776648","2025-11-17","48.60","NZD","2025-10-03 12:39:13"
"928831","772526","2025-11-18","54.00","NZD","2025-10-03 12:39:14"
"928831","776648","2025-11-18","48.60","NZD","2025-10-03 12:39:14"
"928831","772526","2025-11-19","54.00","NZD","2025-10-03 12:39:14"
"928831","776648","2025-11-19","48.60","NZD","2025-10-03 12:39:14"
"928831","772526","2025-11-20","54.00","NZD","2025-10-03 12:39:15"
"928831","776648","2025-11-20","48.60","NZD","2025-10-03 12:39:15"
"928831","772526","2025-11-21","54.00","NZD","2025-10-03 12:39:15"
"928831","776648","2025-11-21","48.60","NZD","2025-10-03 12:39:15"
"928831","772526","2025-11-22","54.00","NZD","2025-10-03 12:39:16"
"928831","776648","2025-11-22","48.60","NZD","2025-10-03 12:39:16"
"928831","772526","2025-11-23","54.00","NZD","2025-10-03 12:39:16"
"928831","776648","2025-11-23","48.60","NZD","2025-10-03 12:39:16"
"928831","772526","2025-11-24","54.00","NZD","2025-10-03 12:39:16"
"928831","776648","2025-11-24","48.60","NZD","2025-10-03 12:39:16"
"928831","772526","2025-11-25","54.00","NZD","2025-10-03 12:39:17"
"928831","776648","2025-11-25","48.60","NZD","2025-10-03 12:39:17"
"928831","772526","2025-11-26","54.00","NZD","2025-10-03 12:39:17"
"928831","776648","2025-11-26","48.60","NZD","2025-10-03 12:39:17"
